Participant ID,Average Response Time,Total Steps,Shortest Response Time,Indicated Action at Shortest Response Time,Longest Response Time,Indicated Action at Longest Response Time
5BOACZQMBL,10.000422954559326,1,10.000422954559326,2,10.000422954559326,2
ZT2C7D5NQC,4.694220463434855,3,4.4039082527160645,1,4.918318033218384,2
93AXV8MMF8,2.91503244638443,20,0.19295167922973633,2,5.004173755645752,2
6R69DWWSRU,0.911699480480618,27,0.34717845916748047,1,4.748422622680664,2
JR8OWAJTJP,1.8532138019800186,16,0.012785911560058594,2,10.000219106674194,1
LUROPBJNTI,0.9005942344665527,1,0.9005942344665527,2,0.9005942344665527,2
4MSQ8LECFU,1.9877003479003905,25,0.0005354881286621094,1,8.809146881103516,0
E0MU5Y01SX,5.290307092666626,20,0.01017904281616211,2,10.000384092330933,2
4LN0K1U3FD,3.5513099829355874,3,0.901932954788208,1,5.1835877895355225,2
EPHSLYTUY8,3.219423408508301,25,0.005128145217895508,2,10.001054048538208,1
JRRQMT8I9L,3.640957098007202,25,0.00037407875061035156,2,10.004767179489136,0
GIQTV9S7AP,4.830296277999878,3,1.0552160739898682,2,10.021175384521484,0
XYE78UU4PR,2.0481461842854816,15,0.576505184173584,2,4.799437522888184,1
PE53ZZTR79,2.8014025688171387,1,2.8014025688171387,2,2.8014025688171387,2
GA9YMCA3XT,1.862929145495097,18,0.39415860176086426,0,5.001904726028442,2
RSM1JZ2QX3,0.5711243152618408,1,0.5711243152618408,2,0.5711243152618408,2
OC3BQX9KR2,2.151281237602234,18,8.988380432128906e-05,2,10.00025200843811,1
DIFEBR35CN,3.1019505341847737,15,0.4915771484375,1,10.000507116317749,2
RCU7B2FXZZ,5.000137686729431,4,5.000028610229492,2,5.000330209732056,2
JHFZ5FJM73,4.427247762680054,1,4.427247762680054,2,4.427247762680054,2
ON690BSOP5,2.227718753814697,25,0.3355557918548584,2,10.000304698944092,2
OGZRHNC73A,3.112257480621338,1,3.112257480621338,2,3.112257480621338,2
WL2ZWICVHV,4.064946174621582,3,0.6198916435241699,2,10.100747108459473,0
BY5YAS6ZP8,2.3845574205571953,11,0.6628248691558838,1,10.000048160552979,1
TKD9V8ZAFM,4.261827268600464,25,0.40631937980651855,1,10.00313687324524,0
TL78YZMOF0,3.2361781163649126,11,0.7164139747619629,2,7.219039678573608,2
OT6DCG637D,4.253766520818075,15,0.4016246795654297,1,10.00126028060913,2
JJZ3YJVWJB,2.6799710988998413,2,1.813399076461792,2,3.5465431213378906,2
YL5XV1N09F,0.8973083972930909,10,0.00012421607971191406,1,5.000097990036011,0
SGVOCFZ6EX,2.637792854309082,25,0.0060541629791259766,2,10.000508069992065,2
1UHMI27927,1.6481333732604981,15,0.014300823211669922,1,5.6919214725494385,2
JULJVJLRMY,1.5694149136543274,16,0.00824594497680664,2,5.000208377838135,2
FT4T5HWRD0,3.024957313537598,25,0.0010306835174560547,2,10.0003342628479,2
1S94OHUVLJ,5.00011944770813,1,5.00011944770813,2,5.00011944770813,2
SVBYT6Z815,1.9440436859925587,24,0.3264191150665283,2,10.000363111495972,1
372IQ1UCLT,2.332587226231893,15,0.5336587429046631,0,4.8303728103637695,2
Participant_7:24,6.312630033493042,25,0.0001990795135498047,2,10.000688791275024,2
L2VJGAY0F0,10.00030811627706,3,10.000047206878662,1,10.000543117523193,2
AR4QRL3EW2,1.9945643088396858,17,0.005190610885620117,0,10.000582218170166,1
BQRFOA4B1D,1.002779245376587,1,1.002779245376587,2,1.002779245376587,2
TPZ2FFYHTN,5.565169987471207,23,0.02256155014038086,0,10.000492572784424,1
X3FVCJAL01,10.006963014602661,1,10.006963014602661,2,10.006963014602661,2
Z0JX2DRH06,2.204155932773243,22,0.3527839183807373,2,10.000224113464355,1
STJ1AMSJKX,0.7593242645263671,15,6.771087646484375e-05,0,4.043102979660034,0
B10TF1E704,4.207896576987372,18,0.00013566017150878906,0,10.00049901008606,2
BHJ31SSVRX,1.9857447147369385,1,1.9857447147369385,2,1.9857447147369385,2
RJGPC0XL4U,1.9650809478759765,50,0.014497756958007812,2,10.00031328201294,0
7K2XOXL64U,3.335760822296143,25,0.44685816764831543,1,10.000170230865479,2
YQC9MAMVZD,1.4290997982025146,1,1.4290997982025146,2,1.4290997982025146,2
2W9H62MK7O,2.836113691329956,25,0.005140542984008789,0,10.000077247619629,2
2C1LMEZT8A,3.7950565147399904,25,0.462719202041626,2,10.000480890274048,2
S0SLMYR3LJ,4.390332684797399,17,0.4496006965637207,0,10.000441312789917,2
6M2MZL1ZIC,3.1203713417053223,1,3.1203713417053223,2,3.1203713417053223,2
IUL8678LG0,2.9897109866142273,4,1.8916916847229004,2,5.186272144317627,2
LWHV3IGUNH,4.183152357737224,3,1.1163110733032227,1,10.000116109848022,2
6GVY8O3Q7Z,10.000598907470703,1,10.000598907470703,2,10.000598907470703,2
7DPH5ILQIX,4.989534616470337,1,4.989534616470337,2,4.989534616470337,2
967I7E8IHU,2.7704577159881594,25,8.606910705566406e-05,1,10.000325679779053,1
